Unique_Name, projectionID, A, B, C, D, E, F, download_source
GPM_IMERG, 14, -179.95, 0, 0.1, -89.95, 0.1, 0, "ftp://jsimpson.pps.eosdis.nasa.gov"
MPE_HRAP, 7744, 
